Aluno: Vitor Allace Marques Costa		6 periodo - BCC 2023

PID	|	EXEC	|	TP	|	CP	|	NES	|	nCPU
7		5000		3000		3001		152		152
7		5000		3005		3006		152		153
7		5000		3005		3006		153		153
8		4000		2530		2531		152		152
8		4000		2645		2646		152		153
8		4000		2645		2646		153		153
9		10000		3210		3211		152		152
9		10000		3232		3233		152		153
9		10000		3232		3233		153		153
0		10000		2768		2769		153		153
0		10000		2785		2786		153		154
0		10000		2785		2786		154		154
1		5000		3047		3048		153		153
1		5000		3066		3067		153		154
1		5000		3066		3067		154		154
2		7000		2780		2781		153		153
2		7000		2785		2786		153		154
2		7000		2785		2786		154		154
3		3000		2860		2861		153		153
3		3000		2862		2863		153		154
3		3000		2862		2863		154		154
4		3000		2677		2678		153		153
4		3000		2685		2686		153		154
4		3000		2685		2686		154		154
5		8000		2896		2897		153		153
5		8000		2941		2942		153		154
5		8000		2941		2942		154		154
7		5000		3005		3006		153		153
7		5000		3013		3014		153		154
7		5000		3013		3014		154		154
8		4000		2645		2646		153		153
8		4000		2654		2655		153		154
8		4000		2654		2655		154		154
9		10000		3232		3233		153		153
9		10000		3234		3235		153		154
9		10000		3234		3235		154		154
0		10000		2785		2786		154		154
0		10000		2794		2795		154		155
0		10000		2794		2795		155		155
1		5000		3066		3067		154		154
1		5000		3114		3115		154		155
1		5000		3114		3115		155		155
2		7000		2785		2786		154		154
2		7000		2790		2791		154		155
2		7000		2790		2791		155		155
3		3000		2862		2863		154		154
3		3000		2869		2870		154		155
3		3000		2869		2870		155		155
4		3000		2685		2686		154		154
4		3000		2690		2691		154		155
4		3000		2690		2691		155		155
5		8000		2941		2942		154		154
5		8000		2963		2964		154		155
5		8000		2963		2964		155		155
7		5000		3013		3014		154		154
7		5000		3024		3025		154		155
7		5000		3024		3025		155		155
8		4000		2654		2655		154		154
8		4000		2683		2684		154		155
8		4000		2683		2684		155		155
9		10000		3234		3235		154		154
9		10000		3245		3246		154		155
9		10000		3245		3246		155		155
0		10000		2794		2795		155		155
0		10000		2803		2804		155		156
0		10000		2803		2804		156		156
1		5000		3114		3115		155		155
1		5000		3121		3122		155		156
1		5000		3121		3122		156		156
2		7000		2790		2791		155		155
2		7000		2819		2820		155		156
2		7000		2819		2820		156		156
3		3000		2869		2870		155		155
3		3000		2873		2874		155		156
3		3000		2873		2874		156		156
4		3000		2690		2691		155		155
4		3000		2697		2698		155		156
4		3000		2697		2698		156		156
5		8000		2963		2964		155		155
5		8000		2966		2967		155		156
5		8000		2966		2967		156		156
7		5000		3024		3025		155		155
7		5000		3026		3027		155		156
7		5000		3026		3027		156		156
8		4000		2683		2684		155		155
8		4000		2717		2718		155		156
8		4000		2717		2718		156		156
9		10000		3245		3246		155		155
9		10000		3248		3249		155		156
9		10000		3248		3249		156		156
0		10000		2803		2804		156		156
0		10000		2813		2814		156		157
0		10000		2813		2814		157		157
1		5000		3121		3122		156		156
1		5000		3132		3133		156		157
1		5000		3132		3133		157		157
2		7000		2819		2820		156		156
2		7000		2827		2828		156		157
2		7000		2827		2828		157		157
3		3000		2873		2874		156		156
3		3000		2962		2963		156		157
3		3000		2962		2963		157		157
4		3000		2697		2698		156		156
4		3000		2702		2703		156		157
4		3000		2702		2703		157		157
5		8000		2966		2967		156		156
5		8000		2968		2969		156		157
5		8000		2968		2969		157		157
7		5000		3026		3027		156		156
7		5000		3028		3029		156		157
7		5000		3028		3029		157		157
8		4000		2717		2718		156		156
8		4000		2776		2777		156		157
8		4000		2776		2777		157		157
9		10000		3248		3249		156		156
9		10000		3251		3252		156		157
9		10000		3251		3252		157		157
0		10000		2813		2814		157		157
0		10000		2851		2852		157		158
0		10000		2851		2852		158		158
1		5000		3132		3133		157		157
1		5000		3141		3142		157		158
1		5000		3141		3142		158		158
2		7000		2827		2828		157		157
2		7000		2841		2842		157		158
2		7000		2841		2842		158		158
3		3000		2962		2963		157		157
3		3000		2965		2966		157		158
3		3000		2965		2966		158		158
4		3000		2702		2703		157		157
4		3000		2708		2709		157		158
4		3000		2708		2709		158		158
5		8000		2968		2969		157		157
5		8000		2984		2985		157		158
5		8000		2984		2985		158		158
7		5000		3028		3029		157		157
7		5000		3054		3055		157		158
7		5000		3054		3055		158		158
8		4000		2776		2777		157		157
8		4000		2778		2779		157		158
8		4000		2778		2779		158		158
9		10000		3251		3252		157		157
9		10000		3273		3274		157		158
9		10000		3273		3274		158		158
0		10000		2851		2852		158		158
0		10000		2881		2882		158		159
0		10000		2881		2882		159		159
1		5000		3141		3142		158		158
1		5000		3144		3145		158		159
1		5000		3144		3145		159		159
2		7000		2841		2842		158		158
2		7000		2843		2844		158		159
2		7000		2843		2844		159		159
3		3000		2965		2966		158		158
3		3000		2969		2970		158		159
3		3000		2969		2970		159		159
4		3000		2708		2709		158		158
4		3000		2714		2715		158		159
4		3000		2714		2715		159		159
5		8000		2984		2985		158		158
5		8000		2994		2995		158		159
5		8000		2994		2995		159		159
7		5000		3054		3055		158		158
7		5000		3105		3106		158		159
7		5000		3105		3106		159		159
8		4000		2778		2779		158		158
8		4000		2795		2796		158		159
8		4000		2795		2796		159		159
9		10000		3273		3274		158		158
9		10000		3293		3294		158		159
9		10000		3293		3294		159		159
0		10000		2881		2882		159		159
0		10000		2947		2948		159		160
0		10000		2947		2948		160		160
1		5000		3144		3145		159		159
1		5000		3162		3163		159		160
1		5000		3162		3163		160		160
2		7000		2843		2844		159		159
2		7000		2868		2869		159		160
2		7000		2868		2869		160		160
3		3000		2969		2970		159		159
3		3000		2978		2979		159		160
3		3000		2978		2979		160		160
4		3000		2714		2715		159		159
4		3000		2716		2717		159		160
4		3000		2716		2717		160		160
5		8000		2994		2995		159		159
5		8000		2998		2999		159		160
5		8000		2998		2999		160		160
7		5000		3105		3106		159		159
7		5000		3139		3140		159		160
7		5000		3139		3140		160		160
8		4000		2795		2796		159		159
8		4000		2812		2813		159		160
8		4000		2812		2813		160		160
9		10000		3293		3294		159		159
9		10000		3339		3340		159		160
9		10000		3339		3340		160		160
0		10000		2947		2948		160		160
0		10000		2960		2961		160		161
0		10000		2960		2961		161		161
1		5000		3162		3163		160		160
1		5000		3193		3194		160		161
1		5000		3193		3194		161		161
2		7000		2868		2869		160		160
2		7000		2900		2901		160		161
2		7000		2900		2901		161		161
3		3000		2978		2979		160		160
3		3000		2992		2993		160		161
3		3000		2992		2993		161		161
4		3000		2716		2717		160		160
4		3000		2718		2719		160		161
4		3000		2718		2719		161		161
5		8000		2998		2999		160		160
5		8000		3028		3029		160		161
5		8000		3028		3029		161		161
7		5000		3139		3140		160		160
7		5000		3195		3196		160		161
7		5000		3195		3196		161		161
8		4000		2812		2813		160		160
8		4000		2817		2818		160		161
8		4000		2817		2818		161		161
9		10000		3339		3340		160		160
9		10000		3360		3361		160		161
9		10000		3360		3361		161		161
0		10000		2960		2961		161		161
0		10000		2962		2963		161		162
0		10000		2962		2963		162		162
1		5000		3193		3194		161		161
1		5000		3207		3208		161		162
1		5000		3207		3208		162		162
2		7000		2900		2901		161		161
2		7000		2983		2984		161		162
2		7000		2983		2984		162		162
3		3000		2992		2993		161		161
3		3000		2995		2996		161		162
3		3000		2995		2996		162		162
4		3000		2718		2719		161		161
4		3000		2720		2721		161		162
4		3000		2720		2721		162		162
5		8000		3028		3029		161		161
5		8000		3035		3036		161		162
5		8000		3035		3036		162		162
7		5000		3195		3196		161		161
7		5000		3240		3241		161		162
7		5000		3240		3241		162		162
8		4000		2817		2818		161		161
8		4000		2819		2820		161		162
8		4000		2819		2820		162		162
9		10000		3360		3361		161		161
9		10000		3391		3392		161		162
9		10000		3391		3392		162		162
0		10000		2962		2963		162		162
0		10000		2964		2965		162		163
0		10000		2964		2965		163		163
1		5000		3207		3208		162		162
1		5000		3216		3217		162		163
1		5000		3216		3217		163		163
2		7000		2983		2984		162		162
2		7000		3032		3033		162		163
2		7000		3032		3033		163		163
3		3000		2995		2996		162		162
3		3000		3000		3001		162		163
4		3000		2720		2721		162		162
4		3000		2731		2732		162		163
4		3000		2731		2732		163		163
5		8000		3035		3036		162		162
5		8000		3041		3042		162		163
5		8000		3041		3042		163		163
7		5000		3240		3241		162		162
7		5000		3251		3252		162		163
7		5000		3251		3252		163		163
8		4000		2819		2820		162		162
8		4000		2828		2829		162		163
8		4000		2828		2829		163		163
9		10000		3391		3392		162		162
9		10000		3422		3423		162		163
9		10000		3422		3423		163		163
0		10000		2964		2965		163		163
0		10000		2969		2970		163		164
0		10000		2969		2970		164		164
1		5000		3216		3217		163		163
1		5000		3219		3220		163		164
1		5000		3219		3220		164		164
2		7000		3032		3033		163		163
2		7000		3061		3062		163		164
2		7000		3061		3062		164		164
4		3000		2731		2732		163		163
4		3000		2746		2747		163		164
4		3000		2746		2747		164		164
5		8000		3041		3042		163		163
5		8000		3056		3057		163		164
5		8000		3056		3057		164		164
7		5000		3251		3252		163		163
7		5000		3254		3255		163		164
7		5000		3254		3255		164		164
8		4000		2828		2829		163		163
8		4000		2858		2859		163		164
8		4000		2858		2859		164		164
9		10000		3422		3423		163		163
9		10000		3427		3428		163		164
9		10000		3427		3428		164		164
0		10000		2969		2970		164		164
0		10000		2982		2983		164		165
0		10000		2982		2983		165		165
1		5000		3219		3220		164		164
1		5000		3232		3233		164		165
1		5000		3232		3233		165		165
2		7000		3061		3062		164		164
2		7000		3063		3064		164		165
2		7000		3063		3064		165		165
4		3000		2746		2747		164		164
4		3000		2769		2770		164		165
4		3000		2769		2770		165		165
5		8000		3056		3057		164		164
5		8000		3058		3059		164		165
5		8000		3058		3059		165		165
7		5000		3254		3255		164		164
7		5000		3269		3270		164		165
7		5000		3269		3270		165		165
8		4000		2858		2859		164		164
8		4000		2882		2883		164		165
8		4000		2882		2883		165		165
9		10000		3427		3428		164		164
9		10000		3434		3435		164		165
9		10000		3434		3435		165		165
0		10000		2982		2983		165		165
0		10000		3032		3033		165		166
0		10000		3032		3033		166		166
1		5000		3232		3233		165		165
1		5000		3238		3239		165		166
1		5000		3238		3239		166		166
2		7000		3063		3064		165		165
2		7000		3088		3089		165		166
2		7000		3088		3089		166		166
4		3000		2769		2770		165		165
4		3000		2774		2775		165		166
4		3000		2774		2775		166		166
5		8000		3058		3059		165		165
5		8000		3081		3082		165		166
5		8000		3081		3082		166		166
7		5000		3269		3270		165		165
7		5000		3297		3298		165		166
7		5000		3297		3298		166		166
8		4000		2882		2883		165		165
8		4000		2901		2902		165		166
8		4000		2901		2902		166		166
9		10000		3434		3435		165		165
9		10000		3456		3457		165		166
9		10000		3456		3457		166		166
0		10000		3032		3033		166		166
0		10000		3060		3061		166		167
0		10000		3060		3061		167		167
1		5000		3238		3239		166		166
1		5000		3247		3248		166		167
1		5000		3247		3248		167		167
2		7000		3088		3089		166		166
2		7000		3099		3100		166		167
2		7000		3099		3100		167		167
4		3000		2774		2775		166		166
4		3000		2836		2837		166		167
4		3000		2836		2837		167		167
5		8000		3081		3082		166		166
5		8000		3087		3088		166		167
5		8000		3087		3088		167		167
7		5000		3297		3298		166		166
7		5000		3360		3361		166		167
7		5000		3360		3361		167		167
8		4000		2901		2902		166		166
8		4000		2903		2904		166		167
8		4000		2903		2904		167		167
9		10000		3456		3457		166		166
9		10000		3461		3462		166		167
9		10000		3461		3462		167		167
0		10000		3060		3061		167		167
0		10000		3076		3077		167		168
0		10000		3076		3077		168		168
1		5000		3247		3248		167		167
1		5000		3255		3256		167		168
1		5000		3255		3256		168		168
2		7000		3099		3100		167		167
2		7000		3102		3103		167		168
2		7000		3102		3103		168		168
4		3000		2836		2837		167		167
4		3000		2840		2841		167		168
4		3000		2840		2841		168		168
5		8000		3087		3088		167		167
5		8000		3128		3129		167		168
5		8000		3128		3129		168		168
7		5000		3360		3361		167		167
7		5000		3388		3389		167		168
7		5000		3388		3389		168		168
8		4000		2903		2904		167		167
8		4000		2917		2918		167		168
8		4000		2917		2918		168		168
9		10000		3461		3462		167		167
9		10000		3463		3464		167		168
9		10000		3463		3464		168		168
0		10000		3076		3077		168		168
0		10000		3099		3100		168		169
0		10000		3099		3100		169		169
1		5000		3255		3256		168		168
1		5000		3293		3294		168		169
1		5000		3293		3294		169		169
2		7000		3102		3103		168		168
2		7000		3130		3131		168		169
2		7000		3130		3131		169		169
4		3000		2840		2841		168		168
4		3000		2844		2845		168		169
4		3000		2844		2845		169		169
5		8000		3128		3129		168		168
5		8000		3146		3147		168		169
5		8000		3146		3147		169		169
7		5000		3388		3389		168		168
7		5000		3395		3396		168		169
7		5000		3395		3396		169		169
8		4000		2917		2918		168		168
8		4000		2989		2990		168		169
8		4000		2989		2990		169		169
9		10000		3463		3464		168		168
9		10000		3484		3485		168		169
9		10000		3484		3485		169		169
0		10000		3099		3100		169		169
0		10000		3142		3143		169		170
0		10000		3142		3143		170		170
1		5000		3293		3294		169		169
1		5000		3296		3297		169		170
1		5000		3296		3297		170		170
2		7000		3130		3131		169		169
2		7000		3148		3149		169		170
2		7000		3148		3149		170		170
4		3000		2844		2845		169		169
4		3000		2850		2851		169		170
4		3000		2850		2851		170		170
5		8000		3146		3147		169		169
5		8000		3149		3150		169		170
5		8000		3149		3150		170		170
7		5000		3395		3396		169		169
7		5000		3399		3400		169		170
7		5000		3399		3400		170		170
8		4000		2989		2990		169		169
8		4000		3003		3004		169		170
8		4000		3003		3004		170		170
9		10000		3484		3485		169		169
9		10000		3522		3523		169		170
9		10000		3522		3523		170		170
0		10000		3142		3143		170		170
0		10000		3171		3172		170		171
0		10000		3171		3172		171		171
1		5000		3296		3297		170		170
1		5000		3300		3301		170		171
1		5000		3300		3301		171		171
2		7000		3148		3149		170		170
2		7000		3159		3160		170		171
2		7000		3159		3160		171		171
4		3000		2850		2851		170		170
4		3000		2866		2867		170		171
4		3000		2866		2867		171		171
5		8000		3149		3150		170		170
5		8000		3152		3153		170		171
5		8000		3152		3153		171		171
7		5000		3399		3400		170		170
7		5000		3413		3414		170		171
7		5000		3413		3414		171		171
8		4000		3003		3004		170		170
8		4000		3006		3007		170		171
8		4000		3006		3007		171		171
9		10000		3522		3523		170		170
9		10000		3530		3531		170		171
9		10000		3530		3531		171		171
0		10000		3171		3172		171		171
0		10000		3207		3208		171		172
0		10000		3207		3208		172		172
1		5000		3300		3301		171		171
1		5000		3306		3307		171		172
1		5000		3306		3307		172		172
2		7000		3159		3160		171		171
2		7000		3164		3165		171		172
2		7000		3164		3165		172		172
4		3000		2866		2867		171		171
4		3000		2874		2875		171		172
4		3000		2874		2875		172		172
5		8000		3152		3153		171		171
5		8000		3169		3170		171		172
5		8000		3169		3170		172		172
7		5000		3413		3414		171		171
7		5000		3428		3429		171		172
7		5000		3428		3429		172		172
8		4000		3006		3007		171		171
8		4000		3027		3028		171		172
8		4000		3027		3028		172		172
9		10000		3530		3531		171		171
9		10000		3536		3537		171		172
9		10000		3536		3537		172		172
0		10000		3207		3208		172		172
0		10000		3220		3221		172		173
0		10000		3220		3221		173		173
1		5000		3306		3307		172		172
1		5000		3315		3316		172		173
1		5000		3315		3316		173		173
2		7000		3164		3165		172		172
2		7000		3171		3172		172		173
2		7000		3171		3172		173		173
4		3000		2874		2875		172		172
4		3000		2882		2883		172		173
4		3000		2882		2883		173		173
5		8000		3169		3170		172		172
5		8000		3185		3186		172		173
5		8000		3185		3186		173		173
7		5000		3428		3429		172		172
7		5000		3432		3433		172		173
7		5000		3432		3433		173		173
8		4000		3027		3028		172		172
8		4000		3031		3032		172		173
8		4000		3031		3032		173		173
9		10000		3536		3537		172		172
9		10000		3538		3539		172		173
9		10000		3538		3539		173		173
0		10000		3220		3221		173		173
0		10000		3223		3224		173		174
0		10000		3223		3224		174		174
1		5000		3315		3316		173		173
1		5000		3352		3353		173		174
1		5000		3352		3353		174		174
2		7000		3171		3172		173		173
2		7000		3173		3174		173		174
2		7000		3173		3174		174		174
4		3000		2882		2883		173		173
4		3000		2894		2895		173		174
4		3000		2894		2895		174		174
5		8000		3185		3186		173		173
5		8000		3201		3202		173		174
5		8000		3201		3202		174		174
7		5000		3432		3433		173		173
7		5000		3533		3534		173		174
7		5000		3533		3534		174		174
8		4000		3031		3032		173		173
8		4000		3034		3035		173		174
8		4000		3034		3035		174		174
9		10000		3538		3539		173		173
9		10000		3541		3542		173		174
9		10000		3541		3542		174		174
0		10000		3223		3224		174		174
0		10000		3271		3272		174		175
0		10000		3271		3272		175		175
1		5000		3352		3353		174		174
1		5000		3357		3358		174		175
1		5000		3357		3358		175		175
2		7000		3173		3174		174		174
2		7000		3184		3185		174		175
2		7000		3184		3185		175		175
4		3000		2894		2895		174		174
4		3000		2903		2904		174		175
4		3000		2903		2904		175		175
5		8000		3201		3202		174		174
5		8000		3240		3241		174		175
5		8000		3240		3241		175		175
7		5000		3533		3534		174		174
7		5000		3555		3556		174		175
7		5000		3555		3556		175		175
8		4000		3034		3035		174		174
8		4000		3057		3058		174		175
8		4000		3057		3058		175		175
9		10000		3541		3542		174		174
9		10000		3548		3549		174		175
9		10000		3548		3549		175		175
0		10000		3271		3272		175		175
0		10000		3308		3309		175		176
0		10000		3308		3309		176		176
1		5000		3357		3358		175		175
1		5000		3379		3380		175		176
1		5000		3379		3380		176		176
2		7000		3184		3185		175		175
2		7000		3193		3194		175		176
2		7000		3193		3194		176		176
4		3000		2903		2904		175		175
4		3000		2923		2924		175		176
4		3000		2923		2924		176		176
5		8000		3240		3241		175		175
5		8000		3244		3245		175		176
5		8000		3244		3245		176		176
7		5000		3555		3556		175		175
7		5000		3560		3561		175		176
7		5000		3560		3561		176		176
8		4000		3057		3058		175		175
8		4000		3065		3066		175		176
8		4000		3065		3066		176		176
9		10000		3548		3549		175		175
9		10000		3562		3563		175		176
9		10000		3562		3563		176		176
0		10000		3308		3309		176		176
0		10000		3318		3319		176		177
0		10000		3318		3319		177		177
1		5000		3379		3380		176		176
1		5000		3387		3388		176		177
1		5000		3387		3388		177		177
2		7000		3193		3194		176		176
2		7000		3199		3200		176		177
2		7000		3199		3200		177		177
4		3000		2923		2924		176		176
4		3000		2929		2930		176		177
4		3000		2929		2930		177		177
5		8000		3244		3245		176		176
5		8000		3259		3260		176		177
5		8000		3259		3260		177		177
7		5000		3560		3561		176		176
7		5000		3573		3574		176		177
7		5000		3573		3574		177		177
8		4000		3065		3066		176		176
8		4000		3073		3074		176		177
8		4000		3073		3074		177		177
9		10000		3562		3563		176		176
9		10000		3570		3571		176		177
9		10000		3570		3571		177		177
0		10000		3318		3319		177		177
0		10000		3328		3329		177		178
0		10000		3328		3329		178		178
1		5000		3387		3388		177		177
1		5000		3395		3396		177		178
1		5000		3395		3396		178		178
2		7000		3199		3200		177		177
2		7000		3209		3210		177		178
2		7000		3209		3210		178		178
4		3000		2929		2930		177		177
4		3000		2943		2944		177		178
4		3000		2943		2944		178		178
5		8000		3259		3260		177		177
5		8000		3285		3286		177		178
5		8000		3285		3286		178		178
7		5000		3573		3574		177		177
7		5000		3620		3621		177		178
7		5000		3620		3621		178		178
8		4000		3073		3074		177		177
8		4000		3075		3076		177		178
8		4000		3075		3076		178		178
9		10000		3570		3571		177		177
9		10000		3575		3576		177		178
9		10000		3575		3576		178		178
0		10000		3328		3329		178		178
0		10000		3354		3355		178		179
0		10000		3354		3355		179		179
1		5000		3395		3396		178		178
1		5000		3408		3409		178		179
1		5000		3408		3409		179		179
2		7000		3209		3210		178		178
2		7000		3234		3235		178		179
2		7000		3234		3235		179		179
4		3000		2943		2944		178		178
4		3000		2952		2953		178		179
4		3000		2952		2953		179		179
5		8000		3285		3286		178		178
5		8000		3320		3321		178		179
5		8000		3320		3321		179		179
7		5000		3620		3621		178		178
7		5000		3661		3662		178		179
7		5000		3661		3662		179		179
8		4000		3075		3076		178		178
8		4000		3128		3129		178		179
8		4000		3128		3129		179		179
9		10000		3575		3576		178		178
9		10000		3583		3584		178		179
9		10000		3583		3584		179		179
0		10000		3354		3355		179		179
0		10000		3364		3365		179		180
0		10000		3364		3365		180		180
1		5000		3408		3409		179		179
1		5000		3415		3416		179		180
1		5000		3415		3416		180		180
2		7000		3234		3235		179		179
2		7000		3244		3245		179		180
2		7000		3244		3245		180		180
4		3000		2952		2953		179		179
4		3000		2976		2977		179		180
4		3000		2976		2977		180		180
5		8000		3320		3321		179		179
5		8000		3329		3330		179		180
5		8000		3329		3330		180		180
7		5000		3661		3662		179		179
7		5000		3671		3672		179		180
7		5000		3671		3672		180		180
8		4000		3128		3129		179		179
8		4000		3148		3149		179		180
8		4000		3148		3149		180		180
9		10000		3583		3584		179		179
9		10000		3585		3586		179		180
9		10000		3585		3586		180		180
0		10000		3364		3365		180		180
0		10000		3380		3381		180		181
0		10000		3380		3381		181		181
1		5000		3415		3416		180		180
1		5000		3426		3427		180		181
1		5000		3426		3427		181		181
2		7000		3244		3245		180		180
2		7000		3246		3247		180		181
2		7000		3246		3247		181		181
4		3000		2976		2977		180		180
4		3000		2980		2981		180		181
4		3000		2980		2981		181		181
5		8000		3329		3330		180		180
5		8000		3338		3339		180		181
5		8000		3338		3339		181		181
7		5000		3671		3672		180		180
7		5000		3713		3714		180		181
7		5000		3713		3714		181		181
8		4000		3148		3149		180		180
8		4000		3152		3153		180		181
8		4000		3152		3153		181		181
9		10000		3585		3586		180		180
9		10000		3605		3606		180		181
9		10000		3605		3606		181		181
0		10000		3380		3381		181		181
0		10000		3397		3398		181		182
0		10000		3397		3398		182		182
1		5000		3426		3427		181		181
1		5000		3449		3450		181		182
1		5000		3449		3450		182		182
2		7000		3246		3247		181		181
2		7000		3259		3260		181		182
2		7000		3259		3260		182		182
4		3000		2980		2981		181		181
4		3000		2993		2994		181		182
4		3000		2993		2994		182		182
5		8000		3338		3339		181		181
5		8000		3346		3347		181		182
5		8000		3346		3347		182		182
7		5000		3713		3714		181		181
7		5000		3718		3719		181		182
7		5000		3718		3719		182		182
8		4000		3152		3153		181		181
8		4000		3157		3158		181		182
8		4000		3157		3158		182		182
9		10000		3605		3606		181		181
9		10000		3624		3625		181		182
9		10000		3624		3625		182		182
0		10000		3397		3398		182		182
0		10000		3399		3400		182		183
0		10000		3399		3400		183		183
1		5000		3449		3450		182		182
1		5000		3453		3454		182		183
1		5000		3453		3454		183		183
2		7000		3259		3260		182		182
2		7000		3270		3271		182		183
2		7000		3270		3271		183		183
4		3000		2993		2994		182		182
4		3000		3000		3001		182		183
5		8000		3346		3347		182		182
5		8000		3352		3353		182		183
5		8000		3352		3353		183		183
7		5000		3718		3719		182		182
7		5000		3723		3724		182		183
7		5000		3723		3724		183		183
8		4000		3157		3158		182		182
8		4000		3167		3168		182		183
8		4000		3167		3168		183		183
9		10000		3624		3625		182		182
9		10000		3636		3637		182		183
9		10000		3636		3637		183		183
0		10000		3399		3400		183		183
0		10000		3411		3412		183		184
0		10000		3411		3412		184		184
1		5000		3453		3454		183		183
1		5000		3458		3459		183		184
1		5000		3458		3459		184		184
2		7000		3270		3271		183		183
2		7000		3302		3303		183		184
2		7000		3302		3303		184		184
5		8000		3352		3353		183		183
5		8000		3415		3416		183		184
5		8000		3415		3416		184		184
7		5000		3723		3724		183		183
7		5000		3725		3726		183		184
7		5000		3725		3726		184		184
8		4000		3167		3168		183		183
8		4000		3175		3176		183		184
8		4000		3175		3176		184		184
9		10000		3636		3637		183		183
9		10000		3655		3656		183		184
9		10000		3655		3656		184		184
0		10000		3411		3412		184		184
0		10000		3428		3429		184		185
0		10000		3428		3429		185		185
1		5000		3458		3459		184		184
1		5000		3513		3514		184		185
1		5000		3513		3514		185		185
2		7000		3302		3303		184		184
2		7000		3320		3321		184		185
2		7000		3320		3321		185		185
5		8000		3415		3416		184		184
5		8000		3436		3437		184		185
5		8000		3436		3437		185		185
7		5000		3725		3726		184		184
7		5000		3735		3736		184		185
7		5000		3735		3736		185		185
8		4000		3175		3176		184		184
8		4000		3183		3184		184		185
8		4000		3183		3184		185		185
9		10000		3655		3656		184		184
9		10000		3661		3662		184		185
9		10000		3661		3662		185		185
0		10000		3428		3429		185		185
0		10000		3437		3438		185		186
0		10000		3437		3438		186		186
1		5000		3513		3514		185		185
1		5000		3518		3519		185		186
1		5000		3518		3519		186		186
2		7000		3320		3321		185		185
2		7000		3350		3351		185		186
2		7000		3350		3351		186		186
5		8000		3436		3437		185		185
5		8000		3461		3462		185		186
5		8000		3461		3462		186		186
7		5000		3735		3736		185		185
7		5000		3738		3739		185		186
7		5000		3738		3739		186		186
8		4000		3183		3184		185		185
8		4000		3188		3189		185		186
8		4000		3188		3189		186		186
9		10000		3661		3662		185		185
9		10000		3678		3679		185		186
9		10000		3678		3679		186		186
0		10000		3437		3438		186		186
0		10000		3448		3449		186		187
0		10000		3448		3449		187		187
1		5000		3518		3519		186		186
1		5000		3528		3529		186		187
1		5000		3528		3529		187		187
2		7000		3350		3351		186		186
2		7000		3360		3361		186		187
2		7000		3360		3361		187		187
5		8000		3461		3462		186		186
5		8000		3483		3484		186		187
5		8000		3483		3484		187		187
7		5000		3738		3739		186		186
7		5000		3752		3753		186		187
7		5000		3752		3753		187		187
8		4000		3188		3189		186		186
8		4000		3209		3210		186		187
8		4000		3209		3210		187		187
9		10000		3678		3679		186		186
9		10000		3680		3681		186		187
9		10000		3680		3681		187		187
0		10000		3448		3449		187		187
0		10000		3453		3454		187		188
0		10000		3453		3454		188		188
1		5000		3528		3529		187		187
1		5000		3545		3546		187		188
1		5000		3545		3546		188		188
2		7000		3360		3361		187		187
2		7000		3379		3380		187		188
2		7000		3379		3380		188		188
5		8000		3483		3484		187		187
5		8000		3501		3502		187		188
5		8000		3501		3502		188		188
7		5000		3752		3753		187		187
7		5000		3756		3757		187		188
7		5000		3756		3757		188		188
8		4000		3209		3210		187		187
8		4000		3215		3216		187		188
8		4000		3215		3216		188		188
9		10000		3680		3681		187		187
9		10000		3689		3690		187		188
9		10000		3689		3690		188		188
0		10000		3453		3454		188		188
0		10000		3458		3459		188		189
0		10000		3458		3459		189		189
1		5000		3545		3546		188		188
1		5000		3573		3574		188		189
1		5000		3573		3574		189		189
2		7000		3379		3380		188		188
2		7000		3398		3399		188		189
2		7000		3398		3399		189		189
5		8000		3501		3502		188		188
5		8000		3518		3519		188		189
5		8000		3518		3519		189		189
7		5000		3756		3757		188		188
7		5000		3793		3794		188		189
7		5000		3793		3794		189		189
8		4000		3215		3216		188		188
8		4000		3230		3231		188		189
8		4000		3230		3231		189		189
9		10000		3689		3690		188		188
9		10000		3694		3695		188		189
9		10000		3694		3695		189		189
0		10000		3458		3459		189		189
0		10000		3471		3472		189		190
0		10000		3471		3472		190		190
1		5000		3573		3574		189		189
1		5000		3579		3580		189		190
1		5000		3579		3580		190		190
2		7000		3398		3399		189		189
2		7000		3401		3402		189		190
2		7000		3401		3402		190		190
5		8000		3518		3519		189		189
5		8000		3536		3537		189		190
5		8000		3536		3537		190		190
7		5000		3793		3794		189		189
7		5000		3817		3818		189		190
7		5000		3817		3818		190		190
8		4000		3230		3231		189		189
8		4000		3247		3248		189		190
8		4000		3247		3248		190		190
9		10000		3694		3695		189		189
9		10000		3709		3710		189		190
9		10000		3709		3710		190		190
0		10000		3471		3472		190		190
0		10000		3495		3496		190		191
0		10000		3495		3496		191		191
1		5000		3579		3580		190		190
1		5000		3581		3582		190		191
1		5000		3581		3582		191		191
2		7000		3401		3402		190		190
2		7000		3408		3409		190		191
2		7000		3408		3409		191		191
5		8000		3536		3537		190		190
5		8000		3553		3554		190		191
5		8000		3553		3554		191		191
7		5000		3817		3818		190		190
7		5000		3829		3830		190		191
7		5000		3829		3830		191		191
8		4000		3247		3248		190		190
8		4000		3274		3275		190		191
8		4000		3274		3275		191		191
9		10000		3709		3710		190		190
9		10000		3713		3714		190		191
9		10000		3713		3714		191		191
0		10000		3495		3496		191		191
0		10000		3516		3517		191		192
0		10000		3516		3517		192		192
1		5000		3581		3582		191		191
